province,district,local_level,office,ward_count,postal_code_local_level,local_level_code
गण्डकी,लमजुङ,दोर्दी गाउँपालिका,"हुलाक कार्यालय, दोर्दी गाउँपालिका",9,40601,43702
गण्डकी,लमजुङ,मस्र्याङ्गदी गाउँपालिका,"हुलाक कार्यालय, मस्र्याङ्गदी गाउँपालिका",9,40602,43706
गण्डकी,लमजुङ,क्ब्होलासोथार गाउँपालिका,"हुलाक कार्यालय, क्ब्होलासोथार गाउँपालिका",9,40603,43704
गण्डकी,लमजुङ,मध्यनेपाल नगरपालिका,"हुलाक कार्यालय, मध्यनेपाल नगरपालिका",10,40604,43705
गण्डकी,लमजुङ,बेंसीशहर नगरापालिका,"जिल्ला हुलाक कार्यालय, लमजुङ",11,40605,43701
गण्डकी,लमजुङ,सुन्दरबजार नगरपालिका,"हुलाक कार्यालय, सुन्दरबजार नगरपालिका",11,40606,43708
गण्डकी,लमजुङ,राईनास नगरपालिका,"हुलाक कार्यालय, राईनास नगरपालिका",10,40607,43707
गण्डकी,लमजुङ,दुधपोखरी गाउँपालिका,"हुलाक कार्यालय, दुधपोखरी गाउँपालिका",6,40608,43703
गण्डकी,तनहुँ,भानु नगरपालिका,"हुलाक कार्यालय, भानु नगरपालिका",13,40701,43803
गण्डकी,तनहुँ,ब्यास नगरपालिका,"जिल्ला हुलाक कार्यालय, तनहुँ",14,40702,43805
गण्डकी,तनहुँ,म्याग्दे गाउँपालिका,"हुलाक कार्यालय, म्याग्दे गाउँपालिका",7,40703,43808
गण्डकी,तनहुँ,शुक्लागण्डकी नगरपालिका,"हुलाक कार्यालय, शुक्लागण्डकी नगरपालिका",12,40704,43810
गण्डकी,तनहुँ,भिमाद नगरपालिका,"हुलाक कार्यालय, भिमाद नगरपालिका",9,40705,43804
गण्डकी,तनहुँ,घिरिङ्ग गाउँपालिका,"हुलाक कार्यालय, घिरिङ्ग गाउँपालिका",5,40706,43807
गण्डकी,तनहुँ,ऋषिङ्ग गाउँपालिका,"हुलाक कार्यालय, ऋषिङ्ग गाउँपालिका",8,40707,43809
गण्डकी,तनहुँ,देवघाट गाउँपालिका,"हुलाक कार्यालय, देवघाट गाउँपालिका",5,40708,43806
गण्डकी,तनहुँ,बन्दिपुर गाउँपालिका,"हुलाक कार्यालय, बन्दिपुर गाउँपालिका",6,40709,43802
गण्डकी,तनहुँ,आँबुखैरेनी गाउँपालिका,"हुलाक कार्यालय, आँबुखैरेनी गाउँपालिका",6,40710,43801
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),गैडाकोट नगरपालिका,"हुलाक कार्यालय, गैडाकोट नगरपालिका",18,40801,47605
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),बुलिङ्गटार गाउँपालिका,"हुलाक कार्यालय, बुलिङ्गटार गाउँपालिका",6,40802,47602
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),बौदीकाली गाउँपालिका,"हुलाक कार्यालय, बौदीकाली गाउँपालिका",6,40803,47603
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),हुप्सेकोट गाउँपालिका,"हुलाक कार्यालय, हुप्सेकोट गाउँपालिका",6,40804,47606
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),देवचुली नगरपालिका,"हुलाक कार्यालय, देवचुली नगरपालिका",17,40805,47604
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),कावासोती नगरपालिका,"जिल्ला हुलाक कार्यालय, नवलपरासी (बर्दघाट सुस्ता पूर्व)",17,40806,47607
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),मध्यबिन्दु नगरपालिका,"हुलाक कार्यालय, मध्यबिन्दु नगरपालिका",15,40807,47608
गण्डकी,नवलपरासी (बर्दघाट सुस्ता पूर्व),बिनयी त्रिवेणी गाउँपालिका,"हुलाक कार्यालय, बिनयी त्रिवेणी गाउँपालिका",7,40808,47601
गण्डकी,स्याङजा,पुतलीबजार नगरपालिका,"जिल्ला हुलाक कार्यालय, स्याङजा",14,40901,43910
गण्डकी,स्याङजा,फेदीखोला गाउँपालिका,"हुलाक कार्यालय, फेदीखोला गाउँपालिका",5,40902,43909
गण्डकी,स्याङजा,आँधिखोला गाउँपालिका,"हुलाक कार्यालय, आँधिखोला गाउँपालिका",6,40903,43901
गण्डकी,स्याङजा,अर्जुनचौपारी गाउँपालिका,"हुलाक कार्यालय, अर्जुनचौपारी गाउँपालिका",6,40904,43902
गण्डकी,स्याङजा,भीरकोट नगरपालिका,"हुलाक कार्यालय, भीरकोट नगरपालिका",9,40905,43903
गण्डकी,स्याङजा,बिरुवा गाउँपालिका,"हुलाक कार्यालय, बिरुवा गाउँपालिका",8,40906,43904
गण्डकी,स्याङजा,हरिनास गाउँपालिका,"हुलाक कार्यालय, हरिनास गाउँपालिका",7,40907,43907
गण्डकी,स्याङजा,चापाकोट नगरपालिका,"हुलाक कार्यालय, चापाकोट नगरपालिका",10,40908,43905
गण्डकी,स्याङजा,वालिङ्ग नगरपालिका,"हुलाक कार्यालय, वालिङ्ग नगरपालिका",14,40909,43911
गण्डकी,स्याङजा,गल्याङ नगरपालिका,"हुलाक कार्यालय, गल्याङ नगरपालिका",11,40910,43906
गण्डकी,स्याङजा,कालीगण्डकी गाउँपालिका,"हुलाक कार्यालय, कालीगण्डकी गाउँपालिका",7,40911,43908
गण्डकी,पर्वत,मोदी गाउँपालिका,"हुलाक कार्यालय, मोदी गाउँपालिका",8,41001,44405
गण्डकी,पर्वत,जलजला गाउँपालिका,"हुलाक कार्यालय, जलजला गाउँपालिका",9,41002,44402
गण्डकी,पर्वत,कुश्मा नगरपालिका,"जिल्ला हुलाक कार्यालय, पर्वत",14,41003,44403
गण्डकी,पर्वत,फलेबास नगरपालिका,"हुलाक कार्यालय, फलेबास नगरपालिका",11,41004,44407
गण्डकी,पर्वत,महाशिला गाउँपालिका,"हुलाक कार्यालय, महाशिला गाउँपालिका",6,41005,44404
गण्डकी,पर्वत,बिहादी गाउँपालिका,"हुलाक कार्यालय, बिहादी गाउँपालिका",6,41006,44401
गण्डकी,पर्वत,पैयुं गाउँपालिका,"हुलाक कार्यालय, पैयुं गाउँपालिका",7,41007,44406
गण्डकी,बागलुङ,बाग्लुङ्ग नगरपालिका,"जिल्ला हुलाक कार्यालय, बागलुङ",14,41101,44502
गण्डकी,बागलुङ,काठेखोला गाउँपालिका,"हुलाक कार्यालय, काठेखोला गाउँपालिका",8,41102,44507
गण्डकी,बागलुङ,ताराखोला गाउँपालिका,"हुलाक कार्यालय, ताराखोला गाउँपालिका",5,41103,44510
गण्डकी,बागलुङ,तमानखोला गाउँपालिका,"हुलाक कार्यालय, तमानखोला गाउँपालिका",6,41104,44509
गण्डकी,बागलुङ,ढोरपाटन नगरपालिका,"हुलाक कार्यालय, ढोरपाटन नगरपालिका",9,41105,44504
गण्डकी,बागलुङ,निसीखोला गाउँपालिका,"हुलाक कार्यालय, निसीखोला गाउँपालिका",7,41106,44508
गण्डकी,बागलुङ,बडिगाड गाउँपालिका,"हुलाक कार्यालय, बडिगाड गाउँपालिका",10,41107,44501
गण्डकी,बागलुङ,गल्कोट नगरपालिका,"हुलाक कार्यालय, गल्कोट नगरपालिका",11,41108,44505
गण्डकी,बागलुङ,बरेङ गाउँपालिका,"हुलाक कार्यालय, बरेङ गाउँपालिका",5,41109,44503
गण्डकी,बागलुङ,जैमिनी नगरपालिका,"हुलाक कार्यालय, जैमिनी नगरपालिका",10,41110,44506
लुम्बिनी,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,"हुलाक कार्यालय, पुथा उत्तरगंगा गाउँपालिका",14,50101,57702
लुम्बिनी,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,"जिल्ला हुलाक कार्यालय, रुकुम (पूर्वी भाग)",8,50102,57703
लुम्बिनी,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,"हुलाक कार्यालय, भूमे गाउँपालिका",9,50103,57701
लुम्बिनी,रोल्पा,सुनछहरी गाउँपालिका,"हुलाक कार्यालय, सुनछहरी गाउँपालिका",7,50201,55307
लुम्बिनी,रोल्पा,थबाङ्ग गाउँपालिका,"हुलाक कार्यालय, थबाङ्ग गाउँपालिका",5,50202,55309
लुम्बिनी,रोल्पा,परिवर्तन गाउँपालिका,"हुलाक कार्यालय, परिवर्तन गाउँपालिका",6,50203,55301
लुम्बिनी,रोल्पा,ग‌गादेव गाउँपालिका,"हुलाक कार्यालय, ग‌गादेव गाउँपालिका",7,50204,55306
लुम्बिनी,रोल्पा,माडी गाउँपालिका,"हुलाक कार्यालय, माडी गाउँपालिका",6,50205,55303
लुम्बिनी,रोल्पा,त्रिवेणी गाउँपालिका,"हुलाक कार्यालय, त्रिवेणी गाउँपालिका",7,50206,55310
लुम्बिनी,रोल्पा,रोल्पा नगरपालिका,"जिल्ला हुलाक कार्यालय, रोल्पा",10,50207,55304
लुम्बिनी,रोल्पा,रुन्टीगढी गाउँपालिका,"हुलाक कार्यालय, रुन्टीगढी गाउँपालिका",9,50208,55305
लुम्बिनी,रोल्पा,सुनिल स्मृति गाउँपालिका,"हुलाक कार्यालय, सुनिल स्मृति गाउँपालिका",8,50209,55308
लुम्बिनी,रोल्पा,लुङ्ग्री गाउँपालिका,"हुलाक कार्यालय, लुङ्ग्री गाउँपालिका",7,50210,55302
लुम्बिनी,प्यूठान,गौमुखी गाउँपालिका,"हुलाक कार्यालय, गौमुखी गाउँपालिका",7,50301,55202
लुम्बिनी,प्यूठान,नौबहिनी गाउँपालिका,"हुलाक कार्यालय, नौबहिनी गाउँपालिका",8,50302,55206
लुम्बिनी,प्यूठान,झिमरुक गाउँपालिका,"हुलाक कार्यालय, झिमरुक गाउँपालिका",8,50303,55203
लुम्बिनी,प्यूठान,प्यूठान नगरपालिका,"हुलाक कार्यालय, प्यूठान नगरपालिका",10,50304,55207
लुम्बिनी,प्यूठान,स्वर्गद्धारी नगरपालिका,"हुलाक कार्यालय, स्वर्गद्धारी नगरपालिका",9,50305,55209
लुम्बिनी,प्यूठान,माण्डवी गाउँपालिका,"हुलाक कार्यालय, माण्डवी गाउँपालिका",5,50306,55205
लुम्बिनी,प्यूठान,मल्लरानी गाउँपालिका,"जिल्ला हुलाक कार्यालय, प्यूठान",5,50307,55204
लुम्बिनी,प्यूठान,ऐरावती गाउँपालिका,"हुलाक कार्यालय, ऐरावती गाउँपालिका",6,50308,55201
लुम्बिनी,प्यूठान,सरुमारानी गाउँपालिका,"हुलाक कार्यालय, सरुमारानी गाउँपालिका",6,50309,55208
लुम्बिनी,गुल्मी,कालिगण्डकी गाउँपालिका,"हुलाक कार्यालय, कालिगण्डकी गाउँपालिका",7,50401,54606
लुम्बिनी,गुल्मी,सत्यवती गाउँपालिका,"हुलाक कार्यालय, सत्यवती गाउँपालिका",8,50402,54612
लुम्बिनी,गुल्मी,चन्द्रकोट गाउँपालिका,"हुलाक कार्यालय, चन्द्रकोट गाउँपालिका",8,50403,54601
लुम्बिनी,गुल्मी,मुसिकोट नगरपालिका,"हुलाक कार्यालय, मुसिकोट नगरपालिका",9,50404,54609
लुम्बिनी,गुल्मी,ईस्मा गाउँपालिका,"हुलाक कार्यालय, ईस्मा गाउँपालिका",6,50405,54605
लुम्बिनी,गुल्मी,मालिका गाउँपालिका,"हुलाक कार्यालय, मालिका गाउँपालिका",8,50406,54608
लुम्बिनी,गुल्मी,मदाने गाउँपालिका,"हुलाक कार्यालय, मदाने गाउँपालिका",7,50407,54607
लुम्बिनी,गुल्मी,धुर्कोट गाउँपालिका,"हुलाक कार्यालय, धुर्कोट गाउँपालिका",7,50408,54603
लुम्बिनी,गुल्मी,रेसुङ्गा नगरपालिका,"जिल्ला हुलाक कार्यालय, गुल्मी",14,50409,54610
लुम्बिनी,गुल्मी,गुल्मी दरबार गाउँपालिका,"हुलाक कार्यालय, गुल्मी दरबार गाउँपालिका",7,50410,54604
लुम्बिनी,गुल्मी,छत्रकोट गाउँपालिका,"हुलाक कार्यालय, छत्रकोट गाउँपालिका",6,50411,54602
लुम्बिनी,गुल्मी,रूरू क्षेत्र गाउँपालिका,"हुलाक कार्यालय, रूरू क्षेत्र गाउँपालिका",6,50412,54611
लुम्बिनी,अर्घाखाँची,छत्रदेव गाउँपालिका,"हुलाक कार्यालय, छत्रदेव गाउँपालिका",8,50501,55102
लुम्बिनी,अर्घाखाँची,मालारानी गाउँपालिका,"हुलाक कार्यालय, मालारानी गाउँपालिका",9,50502,55103
लुम्बिनी,अर्घाखाँची,भुमिकास्थान नगरपालिका,"हुलाक कार्यालय, भुमिकास्थान नगरपालिका",10,50503,55101
लुम्बिनी,अर्घाखाँची,सन्धिखर्क नगरपालिका,"जिल्ला हुलाक कार्यालय, अर्घाखाँची",12,50504,55105
लुम्बिनी,अर्घाखाँची,पाणिनी गाउँपालिका,"हुलाक कार्यालय, पाणिनी गाउँपालिका",8,50505,55104
लुम्बिनी,अर्घाखाँची,शितगंगा नगरपालिका,"हुलाक कार्यालय, शितगंगा नगरपालिका",14,50506,55106
लुम्बिनी,पाल्पा,रामपुर नगरपालिका,"हुलाक कार्यालय, रामपुर नगरपालिका",10,50601,54707
लुम्बिनी,पाल्पा,पुर्वखोला गाउँपालिका,"हुलाक कार्यालय, पुर्वखोला गाउँपालिका",6,50602,54704
लुम्बिनी,पाल्पा,रम्भा गाउँपालिका,"हुलाक कार्यालय, रम्भा गाउँपालिका",5,50603,54706
लुम्बिनी,पाल्पा,बगनासकाली गाउँपालिका,"हुलाक कार्यालय, बगनासकाली गाउँपालिका",9,50604,54701
लुम्बिनी,पाल्पा,तानसेन नगरपालिका,"जिल्ला हुलाक कार्यालय, पाल्पा",14,50605,54709
लुम्बिनी,पाल्पा,रिब्दीकोट गाउँपालिका,"हुलाक कार्यालय, रिब्दीकोट गाउँपालिका",8,50606,54708
लुम्बिनी,पाल्पा,रैनादेवी छहरा गाउँपालिका,"हुलाक कार्यालय, रैनादेवी छहरा गाउँपालिका",8,50607,54705
लुम्बिनी,पाल्पा,तिनाउ गाउँपालिका,"हुलाक कार्यालय, तिनाउ गाउँपालिका",6,50608,54710
लुम्बिनी,पाल्पा,माथागढी गाउँपालिका,"हुलाक कार्यालय, माथागढी गाउँपालिका",8,50609,54702
लुम्बिनी,पाल्पा,निस्दी गाउँपालिका,"हुलाक कार्यालय, निस्दी गाउँपालिका",7,50610,54703
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),बर्दघाट नगरपालिका,"हुलाक कार्यालय, बर्दघाट नगरपालिका",16,50701,54801
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सुनवल नगरपालिका,"हुलाक कार्यालय, सुनवल नगरपालिका",13,50702,54806
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),रामग्राम नगरपालिका,"जिल्ला हुलाक कार्यालय, नवलपरासी (बर्दघाट सुस्ता पश्चिम)",18,50703,54804
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),पाल्हीनन्दन गाउँपालिका,"हुलाक कार्यालय, पाल्हीनन्दन गाउँपालिका",6,50704,54802
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सरावल गाउँपालिका,"हुलाक कार्यालय, सरावल गाउँपालिका",7,50705,54805
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),प्रतापपुर गाउँपालिका,"हुलाक कार्यालय, प्रतापपुर गाउँपालिका",9,50706,54803
लुम्बिनी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सुस्ता गाउँपालिका,"हुलाक कार्यालय, सुस्ता गाउँपालिका",5,50707,54807
लुम्बिनी,रुपन्देही,देबदह नगरपालिका,"हुलाक कार्यालय, देबदह नगरपालिका",12,50801,54902
लुम्बिनी,रुपन्देही,बुटवल उपमहानगरपालिका,"हुलाक कार्यालय, बुटवल उपमहानगरपालिका",19,50802,54901
लुम्बिनी,रुपन्देही,सैनामैना नगरपालिका,"हुलाक कार्यालय, सैनामैना नगरपालिका",11,50803,54911
लुम्बिनी,रुपन्देही,कन्चन गाउँपालिका,"हुलाक कार्यालय, कन्चन गाउँपालिका",5,50804,54904
लुम्बिनी,रुपन्देही,गैडहवा गाउँपालिका,"हुलाक कार्यालय, गैडहवा गाउँपालिका",9,50805,54903
लुम्बिनी,रुपन्देही,सुद्धोधन गाउँपालिका,"हुलाक कार्यालय, सुद्धोधन गाउँपालिका",7,50806,54915
लुम्बिनी,रुपन्देही,सियारी गाउँपालिका,"हुलाक कार्यालय, सियारी गाउँपालिका",7,50807,54914
लुम्बिनी,रुपन्देही,तिलोत्तमा नगरापालिका,"हुलाक कार्यालय, तिलोत्तमा नगरापालिका",17,50808,54916
लुम्बिनी,रुपन्देही,ओमसतिया गाउँपालिका,"हुलाक कार्यालय, ओमसतिया गाउँपालिका",6,50809,54909
लुम्बिनी,रुपन्देही,रोहिणी गाउँपालिका,"हुलाक कार्यालय, रोहिणी गाउँपालिका",7,50810,54910
लुम्बिनी,रुपन्देही,सिद्धार्थनगर नगरपालिका,"जिल्ला हुलाक कार्यालय, रुपन्देही",13,50811,54913
लुम्बिनी,रुपन्देही,मायादेवी गाउँपालिका,"हुलाक कार्यालय, मायादेवी गाउँपालिका",8,50812,54908
लुम्बिनी,रुपन्देही,लुम्बिनी साँस्कृतिक नगरपालिका,"हुलाक कार्यालय, लुम्बिनी साँस्कृतिक नगरपालिका",13,50813,54906
लुम्बिनी,रुपन्देही,कोटहीमाई गाउँपालिका,"हुलाक कार्यालय, कोटहीमाई गाउँपालिका",7,50814,54905
लुम्बिनी,रुपन्देही,सम्मरीमाई गाउँपालिका,"हुलाक कार्यालय, सम्मरीमाई गाउँपालिका",7,50815,54912
लुम्बिनी,रुपन्देही,मर्चवारी गाउँपालिका,"हुलाक कार्यालय, मर्चवारी गाउँपालिका",7,50816,54907
लुम्बिनी,कपिलवस्तु,बाणगंगा नगरपालिका,"हुलाक कार्यालय, बाणगंगा नगरपालिका",11,50901,55001
लुम्बिनी,कपिलवस्तु,बुद्धभूमी नगरपालिका,"हुलाक कार्यालय, बुद्धभूमी नगरपालिका",10,50902,55003
लुम्बिनी,कपिलवस्तु,शिवराज नगरपालिका,"हुलाक कार्यालय, शिवराज नगरपालिका",11,50903,55008
लुम्बिनी,कपिलवस्तु,बिजयनगर गाउँपालिका,"हुलाक कार्यालय, बिजयनगर गाउँपालिका",7,50904,55002
लुम्बिनी,कपिलवस्तु,कृष्णनगर नगरपालिका,"हुलाक कार्यालय, कृष्णनगर नगरपालिका",12,50905,55005
लुम्बिनी,कपिलवस्तु,महाराजगन्ज नगरपालिका,"हुलाक कार्यालय, महाराजगन्ज नगरपालिका",11,50906,55006
लुम्बिनी,कपिलवस्तु,कपिलबस्तु नगरपालिका,"जिल्ला हुलाक कार्यालय, कपिलवस्तु",12,50907,55004
लुम्बिनी,कपिलवस्तु,यसोधरा गाउँपालिका,"हुलाक कार्यालय, यसोधरा गाउँपालिका",8,50908,55010
लुम्बिनी,कपिलवस्तु,मायादेवी गाउँपालिका,"हुलाक कार्यालय, मायादेवी गाउँपालिका",8,50909,55007
लुम्बिनी,कपिलवस्तु,शुद्धोधन गाउँपालिका,"हुलाक कार्यालय, शुद्धोधन गाउँपालिका",6,50910,55009
लुम्बिनी,दाङ,बंगलाचुली गाउँपालिका,"हुलाक कार्यालय, बंगलाचुली गाउँपालिका",8,51001,55602
लुम्बिनी,दाङ,घोराही उपमहानगरपालिका,"हुलाक निर्देशनालय, दाङ्ग",19,51002,55605
लुम्बिनी,दाङ,तुल्सीपुर उपमहानगरपालिका,"हुलाक कार्यालय, तुल्सीपुर उपमहानगरपालिका",19,51003,55610
लुम्बिनी,दाङ,शान्तिनगर गाउँपालिका,"हुलाक कार्यालय, शान्तिनगर गाउँपालिका",7,51004,55609
लुम्बिनी,दाङ,बबई गाउँपालिका,"हुलाक कार्यालय, बबई गाउँपालिका",7,51005,55601
लुम्बिनी,दाङ,दंगीशरण गाउँपालिका,"हुलाक कार्यालय, दंगीशरण गाउँपालिका",7,51006,55603
लुम्बिनी,दाङ,लमही नगरपालिका,"हुलाक कार्यालय, लमही नगरपालिका",9,51007,55606
लुम्बिनी,दाङ,राप्ती गाउँपालिका,"हुलाक कार्यालय, राप्ती गाउँपालिका",9,51008,55608
लुम्बिनी,दाङ,गढवा गाउँपालिका,"हुलाक कार्यालय, गढवा गाउँपालिका",8,51009,55604
लुम्बिनी,दाङ,राजपुर गाउँपालिका,"हुलाक कार्यालय, राजपुर गाउँपालिका",7,51010,55607
लुम्बिनी,बाँके,राप्ती सोनारी गाउँपालिका,"हुलाक कार्यालय, राप्ती सोनारी गाउँपालिका",9,51101,55708
लुम्बिनी,बाँके,कोहलपुर नगरपालिका,"हुलाक कार्यालय, कोहलपुर नगरपालिका",15,51102,55705
लुम्बिनी,बाँके,बैजनाथ गाउँपालिका,"हुलाक कार्यालय, बैजनाथ गाउँपालिका",8,51103,55701
लुम्बिनी,बाँके,खजुरा गाउँपालिका,"हुलाक कार्यालय, खजुरा गाउँपालिका",8,51104,55704
लुम्बिनी,बाँके,जानकी गाउँपालिका,"हुलाक कार्यालय, जानकी गाउँपालिका",6,51105,55703
लुम्बिनी,बाँके,नेपालगञ्ज उपमहानगरपालिका,"जिल्ला हुलाक कार्यालय, बाँके",23,51106,55707
लुम्बिनी,बाँके,डुडुवा गाउँपालिका,"हुलाक कार्यालय, डुडुवा गाउँपालिका",6,51107,55702
लुम्बिनी,बाँके,नरैनापुर गाउँपालिका,"हुलाक कार्यालय, नरैनापुर गाउँपालिका",6,51108,55706
लुम्बिनी,बर्दिया,बाँसगढी नगरपालिका,"हुलाक कार्यालय, बाँसगढी नगरपालिका",9,51201,55802
लुम्बिनी,बर्दिया,बारबर्दिया नगरपालिका,"हुलाक कार्यालय, बारबर्दिया नगरपालिका",11,51202,55803
लुम्बिनी,बर्दिया,ठाकुरबाबा नगरपालिका,"हुलाक कार्यालय, ठाकुरबाबा नगरपालिका",9,51203,55808
लुम्बिनी,बर्दिया,गेरुवा गाउँपालिका,"हुलाक कार्यालय, गेरुवा गाउँपालिका",6,51204,55804
लुम्बिनी,बर्दिया,राजापुर नगरपालिका,"हुलाक कार्यालय, राजापुर नगरपालिका",10,51205,55807
लुम्बिनी,बर्दिया,मधुवन नगरपालिका,"हुलाक कार्यालय, मधुवन नगरपालिका",9,51206,55806
लुम्बिनी,बर्दिया,गुलरीया नगरपालिका,"जिल्ला हुलाक कार्यालय, बर्दिया",12,51207,55805
लुम्बिनी,बर्दिया,बढैयाताल गाउँपालिका,"हुलाक कार्यालय, बढैयाताल गाउँपालिका",9,51208,55801
कर्णाली,डोल्पा,डोल्पो बुद्ध गाउँपालिका,"हुलाक कार्यालय, डोल्पो बुद्ध गाउँपालिका",6,60101,66202
कर्णाली,डोल्पा,शे फोक्सुण्डो गाउँपालिका,"हुलाक कार्यालय, शे फोक्सुण्डो गाउँपालिका",9,60102,66206
कर्णाली,डोल्पा,जगदुल्ला गाउँपालिका,"हुलाक कार्यालय, जगदुल्ला गाउँपालिका",6,60103,66203
कर्णाली,डोल्पा,मुड्केचुला गाउँपालिका,"हुलाक कार्यालय, मुड्केचुला गाउँपालिका",9,60104,66205
कर्णाली,डोल्पा,त्रिपुरासुन्दरी नगरपालिका,"हुलाक कार्यालय, त्रिपुरासुन्दरी नगरपालिका",11,60105,66208
कर्णाली,डोल्पा,ठुलीभेरी नगरपालिका,"जिल्ला हुलाक कार्यालय, डोल्पा",11,60106,66207
कर्णाली,डोल्पा,काइके गाउँपालिका,"हुलाक कार्यालय, काइके गाउँपालिका",7,60107,66204
कर्णाली,डोल्पा,छार्का ताङसोङ गाउँपालिका,"हुलाक कार्यालय, छार्का ताङसोङ गाउँपालिका",6,60108,66201
कर्णाली,मुगु,मुगुमकार्मारोग गाउँपालिका,"हुलाक कार्यालय, मुगुमकार्मारोग गाउँपालिका",9,60201,66503
कर्णाली,मुगु,छायाँनाथ रारा नगरपालिका,"जिल्ला हुलाक कार्यालय, मुगु",14,60202,66501
कर्णाली,मुगु,सोरु गाउँपालिका,"हुलाक कार्यालय, सोरु गाउँपालिका",11,60203,66504
कर्णाली,मुगु,खत्याड गाउँपालिका,"हुलाक कार्यालय, खत्याड गाउँपालिका",11,60204,66502
कर्णाली,हुम्ला,चंखेली गाउँपालिका,"हुलाक कार्यालय, चंखेली गाउँपालिका",6,60301,66602
कर्णाली,हुम्ला,खार्पुनाथ गाउँपालिका,"हुलाक कार्यालय, खार्पुनाथ गाउँपालिका",5,60302,66603
कर्णाली,हुम्ला,सिमकोट गाउँपालिका,"जिल्ला हुलाक कार्यालय, हुम्ला",8,60303,66606
कर्णाली,हुम्ला,नाम्खा गाउँपालिका,"हुलाक कार्यालय, नाम्खा गाउँपालिका",6,60304,66604
कर्णाली,हुम्ला,सर्केगाड गाउँपालिका,"हुलाक कार्यालय, सर्केगाड गाउँपालिका",8,60305,66605
कर्णाली,हुम्ला,अदानचुली गाउँपालिका,"हुलाक कार्यालय, अदानचुली गाउँपालिका",6,60306,66601
कर्णाली,हुम्ला,ताँजाकोट गाउँपालिका,"हुलाक कार्यालय, ताँजाकोट गाउँपालिका",5,60307,66607
कर्णाली,जुम्ला,पातारासी गाउँपालिका,"हुलाक कार्यालय, पातारासी गाउँपालिका",7,60401,66305
कर्णाली,जुम्ला,कनका सुन्दरी गाउँपालिका,"हुलाक कार्यालय, कनका सुन्दरी गाउँपालिका",8,60402,66304
कर्णाली,जुम्ला,सिंजा गाउँपालिका,"हुलाक कार्यालय, सिंजा गाउँपालिका",6,60403,66306
कर्णाली,जुम्ला,चन्दननाथ नगरपालिका,"जिल्ला हुलाक कार्यालय, जुम्ला",10,60404,66301
कर्णाली,जुम्ला,गुठिचौर गाउँपालिका,"हुलाक कार्यालय, गुठिचौर गाउँपालिका",5,60405,66302
कर्णाली,जुम्ला,तातोपानी गाउँपालिका,"हुलाक कार्यालय, तातोपानी गाउँपालिका",8,60406,66307
कर्णाली,जुम्ला,तिला गाउँपालिका,"हुलाक कार्यालय, तिला गाउँपालिका",9,60407,66308
कर्णाली,जुम्ला,हिमा गाउँपालिका,"हुलाक कार्यालय, हिमा गाउँपालिका",7,60408,66303
कर्णाली,कालिकोट,पलाता गाउँपालिका,"हुलाक कार्यालय, पलाता गाउँपालिका",9,60501,66406
कर्णाली,कालिकोट,पचाल झरना गाउँपालिका,"हुलाक कार्यालय, पचाल झरना गाउँपालिका",9,60502,66405
कर्णाली,कालिकोट,रास्कोट नगरपालिका,"हुलाक कार्यालय, रास्कोट नगरपालिका",9,60503,66407
कर्णाली,कालिकोट,सान्नी त्रिवेणी गाउँपालिका,"हुलाक कार्यालय, सान्नी त्रिवेणी गाउँपालिका",9,60504,66408
कर्णाली,कालिकोट,नरहरिनाथ गाउँपालिका,"हुलाक कार्यालय, नरहरिनाथ गाउँपालिका",9,60505,66404
कर्णाली,कालिकोट,खाँडाचक्र नगरपालिका,"जिल्ला हुलाक कार्यालय, कालिकोट",11,60506,66402
कर्णाली,कालिकोट,तिलागुफा नगरपालिका,"हुलाक कार्यालय, तिलागुफा नगरपालिका",11,60507,66409
कर्णाली,कालिकोट,महावै गाउँपालिका,"हुलाक कार्यालय, महावै गाउँपालिका",7,60508,66403
कर्णाली,कालिकोट,शुभ कालीका गाउँपालिका,"हुलाक कार्यालय, शुभ कालीका गाउँपालिका",8,60509,66401
कर्णाली,दैलेख,नौमुले गाउँपालिका,"हुलाक कार्यालय, नौमुले गाउँपालिका",8,60601,66010
कर्णाली,दैलेख,महाबु गाउँपालिका,"हुलाक कार्यालय, महाबु गाउँपालिका",6,60602,66008
